Frame,ObjectName,Position,RotationEuler,RotationQuat,RendererCenter,RendererSize,ColliderCenter,ColliderSize
6,MenuCore/UI/EventSystem/VRCursor(Clone),"[0.000,0.000,-2.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,-2.000]","[0.030,0.030,0.030]",[],[]
6,MenuCore/UI/EventSystem/VRCursor(Clone),"[0.000,0.000,-2.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,-2.000]","[0.030,0.030,0.030]",[],[]
6,MenuCore/Origin/MenuControllers/ControllerRight/MenuHandle/VRLaserPointer(Clone)/OnlyDepth,"[0.000,0.000,2.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,2.500]","[0.003,0.003,2.500]",[],[]
6,MenuCore/Origin/MenuControllers/ControllerRight/MenuHandle/VRLaserPointer(Clone),"[0.000,0.000,2.500]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,2.500]","[0.003,0.003,5.000]",[],[]
6,MenuCore/Origin/MenuControllers/ControllerLeft/MenuHandle/VRLaserPointer(Clone)/OnlyDepth,"[0.197,2.012,2.534]","[335.583,3.008,314.872]","[-0.205,-0.057,-0.370,0.904]","[0.197,2.012,2.534]","[0.124,1.037,2.275]",[],[]
6,MenuCore/Origin/MenuControllers/ControllerLeft/MenuHandle/VRLaserPointer(Clone),"[0.197,2.012,2.534]","[335.583,3.008,314.872]","[-0.205,-0.057,-0.370,0.904]","[0.197,2.012,2.534]","[0.243,2.071,4.548]",[],[]
6,MenuCore/UI/HoverHintController/HoverHintPanel(Clone)/Text,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
6,MenuCore/UI/HoverHintController/HoverHintPanel(Clone),"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
6,ViewControllers/EulaViewController/BottomPanel/Buttons,"[0.000,-0.600,2.600]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
6,SceneContext,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
6,SceneSetup,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
6,ViewControllers/HealthWarningViewController/HealthWarningText,"[0.000,0.070,2.600]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
6,FlowCoordinators/HealthWarning,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
