Frame,ObjectName,Position,RotationEuler,RotationQuat,RendererCenter,RendererSize,ColliderCenter,ColliderSize
14,Environment/SceneSetup,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/====== STATIC ======,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/====== DYNAMIC ======,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/TrackMirror/SetDepthOnly,"[0.000,0.000,7.800]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,131.375]","[4.750,0.000,247.250]",[],[]
14,Environment/====== LIGHTS ======,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/TrackMirror,"[0.000,0.000,7.800]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,131.375]","[4.750,0.000,247.250]",[],[]
14,Environment/GradientBackground,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/CoreLighting,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/DecoratorContext,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/TrackConstruction,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,-80.125,0.000]","[29.100,160.750,1000.000]",[],[]
14,Environment,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/CoreLighting/LightManager,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/BGCircle,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel/ScoreCanvas/ImmediateRankText,"[-3.200,0.890,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/RotatingLasersPair/BaseR,"[7.000,2.000,50.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BackColumns/BackColumnNeon/BoxLight,"[3.000,0.239,-19.100]","[340.000,0.000,0.000]","[-0.174,0.000,0.000,0.985]","[3.000,0.239,-19.100]","[0.200,94.038,34.390]",[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel/NumText,"[2.987,1.642,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel/ScoreCanvas/ScoreText,"[-3.200,1.300,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/DoubleColorLaserR/TopBoxLight,"[44.423,60.500,179.648]","[60.000,23.000,0.000]","[0.490,0.173,-0.100,0.849]","[44.423,60.500,179.648]","[84.707,125.087,199.380]",[],[]
14,Environment/RotatingLasersPair,"[0.000,2.000,50.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/EnergyPanel/EnergyIconFull,"[1.140,-0.640,7.750]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboCanvas/NumText,"[-3.200,1.870,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/LightEffects,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/RotatingLasersPair/BaseL,"[-7.000,2.000,50.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel/ScoreCanvas/RelativeScoreText,"[-3.200,0.952,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel,"[3.187,1.642,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BackColumns/BackColumnNeon/BakedBloom,"[-3.000,0.239,-19.100]","[20.000,180.000,0.000]","[0.000,0.985,-0.174,0.000]","[-3.000,0.239,-19.100]","[0.000,0.000,0.000]",[],[]
14,Environment/BackColumns/BackColumnNeon/BakedBloom,"[3.000,0.239,-19.100]","[20.000,180.000,0.000]","[0.000,0.985,-0.174,0.000]","[3.000,0.239,-19.100]","[0.000,0.000,0.000]",[],[]
14,Environment/DoubleColorLaserR/BottomBakedBloom,"[2.125,-2.000,80.000]","[60.000,23.000,0.000]","[0.490,0.173,-0.100,0.849]","[2.125,-2.000,80.000]","[0.000,0.000,0.000]",[],[]
14,Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboCanvas,"[-3.200,1.830,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BigTrackLaneRings,"[0.000,5.000,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel/BG,"[-3.200,-27.600,7.010]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-3.200,-27.600,7.010]","[1.400,60.000,0.200]",[],[]
14,Environment/BackColumns,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,-20.000]","[19.000,400.002,157.748]",[],[]
14,Environment/SmallTrackLaneRings,"[0.000,1.400,14.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BigSmokePS,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000]",[],[]
14,Environment/BasicGameHUD/EnergyPanel/BG,"[0.000,-0.640,7.750]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel,"[-3.200,0.400,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1,"[3.187,1.642,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BackColumns/BackColumnNeon/BoxLight,"[-3.000,0.239,-19.100]","[340.000,0.000,0.000]","[-0.174,0.000,0.000,0.985]","[-3.000,0.239,-19.100]","[0.200,94.038,34.390]",[],[]
14,Environment/BasicGameHUD/RightPanel/BG,"[3.200,-27.600,7.010]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[3.200,-27.600,7.010]","[1.400,60.000,0.200]",[],[]
14,Environment/PlayersPlace,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],"[0.000,0.000,0.000]","[0.000,0.000,0.000]"
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1/XText,"[3.210,1.854,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0,"[3.187,1.642,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/FGCircle,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/AnimationCircle,"[3.200,1.700,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BackColumns/BackColumnNeon,"[-3.000,0.239,-19.100]","[340.000,0.000,0.000]","[-0.174,0.000,0.000,0.985]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/Top,"[3.200,2.500,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[3.200,2.500,7.000]","[1.400,0.100,0.200]",[],[]
14,Environment/FrontLights,"[0.000,1.000,15.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/LeftPanel/Top,"[-3.200,2.500,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[-3.200,2.500,7.000]","[1.400,0.100,0.200]",[],[]
14,Environment/BasicGameHUD/LeftPanel/ComboPanel/ComboText,"[-3.200,1.960,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextPanel/XText,"[3.210,1.854,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/DoubleColorLaserR/TopBakedBloom,"[2.125,-2.000,80.000]","[60.000,23.000,0.000]","[0.490,0.173,-0.100,0.849]","[2.125,-2.000,80.000]","[0.000,0.000,0.000]",[],[]
14,Environment/BasicGameHUD/EnergyPanel,"[0.000,-0.640,7.750]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/PlayersPlace/Mirror,"[0.000,0.005,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,0.005,0.000]","[3.000,0.000,2.000]",[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline1/NumText,"[2.987,1.642,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BackColumns/BackColumnNeon,"[3.000,0.239,-19.100]","[340.000,0.000,0.000]","[-0.174,0.000,0.000,0.985]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0/XText,"[3.210,1.854,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/DoubleColorLaserR,"[2.125,-2.000,80.000]","[60.000,23.000,0.000]","[0.490,0.173,-0.100,0.849]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel/MultiplierCanvas/TextOverlayPanelOutline0/NumText,"[2.987,1.642,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/RightPanel,"[3.200,0.400,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD/EnergyPanel/EnergyBarWrapper/EnergyBar,"[-0.954,-0.640,7.750]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/PlayersPlace/Construction,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]","[0.000,-56.373,0.000]","[3.000,112.755,2.000]",[],[]
14,Environment/BasicGameHUD/LeftPanel/ScoreCanvas,"[-3.200,0.900,7.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/DoubleColorLaserR/BottomBoxLight,"[-40.173,-64.500,-19.648]","[60.000,23.000,0.000]","[0.490,0.173,-0.100,0.849]","[-40.173,-64.500,-19.648]","[84.707,125.087,199.380]",[],[]
14,Environment/BasicGameHUD/EnergyPanel/EnergyIconEmpty,"[-1.180,-0.640,7.750]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
14,Environment/BasicGameHUD,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[0.000,0.000,0.000,1.000]",[],[],[],[]
